種別,機種名,シリーズ名,キャリア,初期設定方法を見る,製品画像URL,"4Gデータ通信
（楽天回線／KDDI回線）",5Gデータ通信,"通話
（楽天回線／KDDI回線）","SMS
（楽天回線)","SMS
（KDDI回線)",SMS,確認SIMタイプ,"APN自動設定
海外／国内",接続先回線切替,ETWS,"緊急呼時の高精度な位置情報測位
",デュアルSIM,確認済OS/SWバージョン,特記コメント,Rakuten Link動作確認結果,非公式スマホ,動作確認済モデル番号,備考,記載日,対応製品,AIチャット非表示製品
Androidスマートフォン,Libero 5G II A103ZT,その他,ワイモバイル,,,×,×,×,×,×,×,nano,△,△,△,△,,Android 11 / 1.2.0_U,,,,,Maker：ZTE,2022/3/29,,
Androidスマートフォン,かんたんスマホ 705KC,その他,ワイモバイル,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 8.1.0 / 1.111HA,,,,,京セラ,2020/6/22,,
Androidスマートフォン,かんたんスマホ2 A001KC,その他,ワイモバイル,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 10 / 1.050MI,,,,,京セラ,2021/2/5,,
Androidスマートフォン,かんたんスマホ2＋ A201KC,その他,ワイモバイル,,,×(楽天回線のみ○),-,×,〇,×,×,nano,△,△,△,△,,Android 12 / 1.011CA,,,,,京セラ,2022/6/30,,
Androidスマートフォン,かんたんスマホ3 A205KC,その他,ワイモバイル,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 1.022ML,,,,,京セラ,2023/7/6,,
Androidスマートフォン,BLADE V770,その他,UQモバイル,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 6.0.1 / KDDI_JP_ZTU31_V1.3,,,,,Maker：ZTE,2020/8/11,,
Androidスマートフォン,aiwa phone B-2 JA3-SMP0602,その他,その他（SIMフリースマホ）,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 12 / JA3-SMP0602_V01_20230222,,,,,Maker：aiwa,2023/7/6,,
Androidスマートフォン,ATOM,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 9 /　Unihertz_Atom_20190917,,,,,Maker：Unihertz,2020/6/22,,
Androidスマートフォン,AXON 7,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 7.1.1/ ZTE A2017G JPV1.1.0B03,,,,,Maker：ZTE,2020/7/27,,
Androidスマートフォン,AXON 7 Mini,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 6.0.1 /  ZTE B2017G JPV1.0.0B04,,,,,Maker：ZTE,2020/7/27,,
Androidスマートフォン,BALMUDA Phone X01A,その他,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 11 / 1.200MI,楽天回線対応デバイスです。,,,,,2022/5/30,〇,
Androidスマートフォン,BlackBerry KEY2 BBF 100-8,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 8.1.0  /　ACM438,,,,,"Maker：BlackBerry
型番違いはメモリ容量とDual-SIMかの違い",2020/6/29,,
Androidスマートフォン,BlackBerry KEY2 BBF 100-9,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 8.1.0  /　ACM438,,,,,Maker：BlackBerry,2020/6/29,,
Androidスマートフォン,BlackBerry KEY2 LE,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 9 /　MD-04P-V15-20191230,,,,,Maker：BlackBerry,2020/6/15,,
Androidスマートフォン,BlackBerry KEYone,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 8.1.0  /　ABS154,,,,,Maker：BlackBerry,2020/7/13,,
Androidスマートフォン,BLADE E01,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 5.1 / A476_JPCommon_1.05,,,,,Maker：ZTE,2020/8/3,,
Androidスマートフォン,BLADE E02,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 7.0 /　ZTE_BLADE_A521_V2.0,,,,,"Maker：ZTE
データ通信・通話　：楽天回線のみ〇",2020/7/13,,
Androidスマートフォン,BLADE V580,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 5.1 / V580_JPDis_1.03,,,,,Maker：ZTE,2020/8/3,,
Androidスマートフォン,BLADE V7 LITE,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 6.0 / ZTE_BLADE_V0720_B05,,,,,Maker：ZTE,2020/8/3,,
Androidスマートフォン,BLADE V7 MAX,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 6.0 / ZTE_BLADE_V0710_B02,,,,,Maker：ZTE,2020/8/3,,
Androidスマートフォン,BLADE V8,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 7.0 / GEN_JP_BV0800_V2.5,,,,,Maker：ZTE,2020/7/27,,
Androidスマートフォン,CAT S40,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 5.1 /　LTE_D0201121.0_S40_0.030.01,,,,,"Maker：ONKYO
https://www.onkyo-mc.com/s40",2020/7/20,,
Androidスマートフォン,CAT S41,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 8.0.0 /　LTE_D0201121.0_S41_1.025.00,,,,,"Maker：ONKYO
https://www.onkyo-mc.com/s41",2020/7/13,,
Androidスマートフォン,Cosmo Communicator,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 9 /　Cosmo-9.0-Planet-01182020-V19,,,,,Maker:Planet Computers,2020/6/15,,
Androidスマートフォン,DURA FORCE PRO,その他,その他（SIMフリースマホ）,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 7.1.2 /　cee80ac1765a430001e4aac739cc0b16,,,,,Maker：京セラ,2020/6/29,,
Androidスマートフォン,Essential PH-1,その他,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 10 /　QQ1A.200105.032,,,,,"Maker：Essential
モデル名判断は以下https://www.orefolder.net/blog/2017/09/essential-phone/",2020/6/29,,
Androidスマートフォン,EveryPhone BZ,その他,その他（SIMフリースマホ）,,,×(楽天回線のみ○),-,×,〇,×,×,micro,△,△,△,△,,Android 7.1.1 /　p6_ep172bz_wh_20171207_1154,,,,,Maker：ヤマダ電機,2020/7/6,,
Androidスマートフォン,FINNEY,その他,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 8.1.0 /　00WW_1_330,,,,,Maker：SIRIN LABS,2020/6/15,,
Androidスマートフォン,FLEAZ BEAT,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,micro,△,△,△,△,,Android 8.0.0 /　CP-W5s_20180613 ,,,,,Maker：Covia,2020/6/22,,
Androidスマートフォン,FLEAZ Que +N,その他,その他（SIMフリースマホ）,,,〇,-,×,×,×,×,micro,△,△,△,△,,Android 7.0 /　CP-L45s_L7N_20180409,,,,,Maker：Covia,2020/7/6,,
Androidスマートフォン,g07++,その他,その他（SIMフリースマホ）,,,×(楽天回線のみ○),-,×,×,×,×,micro,△,△,△,△,,Android 7.0 /　FCP-J55aX_20180524,,,,,Maker：Covia,2020/7/6,,
Androidスマートフォン,g08,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 7.1.2  /　View Prime-V01.22.OPE.20-[Nougat-7.1]-V12DN(カスタムビルドバージョン),,,,,"Maker：Wiko
Series : View Prime",2020/6/22,,
Androidスマートフォン,GRANBEAT,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 6.0..1 /　CMX1_DGOM_1.047.00,,,,,Maker：ONKYO,2020/8/3,,
Androidスマートフォン,HTC U12+,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 9 /　2.61.454.1 10.0_g CL1100665 release-keys,,,,,Maker：HTC,2020/6/29,,
Androidスマートフォン,IDOL4,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 6.0.1 / 010 03,,,,,Maker：ALCATEL,2020/8/3,,
Androidスマートフォン,Jelly 2,その他,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 10/　Unihertz_Jelly2_JP_20210422,,,,,"Maker：Unihertz
APNタイプが[default,supl,tether,mms]、APNローミングプロコトルが[IPv4]となっている楽天が既に選択されている。データ通信するには[設定]⇒[モバイルネットワーク]⇒[モバイルデータ]をONに切替える必要がある。",2021/6/18,,
Androidスマートフォン,Jelly Pro,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 8.1.0 /　Unihertz_Jelly-Pro_N_20180808,,,,,Maker：Unihertz,2020/6/22,,
Androidスマートフォン,jetfon,その他,その他（SIMフリースマホ）,,,×(KDDI回線のみ○),-,×,〇,〇,〇,nano,△,△,△,△,,Android 7.1.2 /　S1_S02_TSV1.2.001.010.200210 user release-ke,,,,,"Maker：MAYA SYSTEM
モデル名判断は以下https://www.orefolder.net/blog/2017/09/essential-phone/",2020/7/29,,
Androidスマートフォン,jetfon P6,その他,その他（SIMフリースマホ）,,,〇,-,×,×,×,×,nano,△,△,△,△,,Android 8.1,,,,,ETWS 一部×の可能性あり,2020/4/22,,
Androidスマートフォン,Mayumi world smartphone U1,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 8.1.0 /　Mayumi_U1_V1.0_20181126,,,,,Maker：TESPRO,2020/6/15,,
Androidスマートフォン,Mode1 RR,その他,その他（SIMフリースマホ）,,,×,-,×,〇,×,×,micro,△,△,△,△,,Android 9 /　MD-04P-V15-20191230,,,,,Maker：ピーアップ,2020/6/15,,
Androidスマートフォン,Mode1 RS,その他,その他（SIMフリースマホ）,,,×(楽天回線のみ○),-,×,〇,×,×,micro,△,△,△,△,,Android 7.0 /　MD-03P_Japan_V1.0,,,,,Maker：ピーアップ,2020/7/6,,
Androidスマートフォン,Mode1 Retro II　MD-06P,その他,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 /　MD06P_V7.08_20231010,,,,,Maker：ピーアップ,2023/12/11,,
Androidスマートフォン,Orbic Fun+ 4G　RC609LP,その他,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 /　ORB609LPB_v1.0.29_RW,,,,,Maker：Orbic,2023/12/11,,
Androidスマートフォン,MUSASHI,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 5.1 / freetel_FTJ161A_20161110,,,,,Maker：FREETEL,2020/8/3,,
Androidスマートフォン,phab2 PRO,その他,その他（SIMフリースマホ）,,,×(楽天回線のみ○),-,×,〇,×,×,nano,△,△,△,△,,Android 6.0.1 / PB2-690M_S200100_170228,,,,,Maker：Lenovo,2020/7/27,,
Androidスマートフォン,Nothing Phone (1),その他,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,〇,〇,〇,〇,nanoSIM x 2,Android 12 / Spacewar-S1.1-221121-2306 ,楽天回線対応デバイスです。,,,,Maker：Nothing,2023/2/8,〇,
Androidスマートフォン,Nothing Phone (2),その他,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,〇,〇,〇,〇,nanoSIM x 2,Android 13 / Pong-T2.0-231024-2214,楽天回線対応デバイスです。,,,,Maker：Nothing,2023/11/28,〇,
Androidスマートフォン,PIXI 4,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,micro,△,△,△,△,,Android 6.0 / 1003,,,,,Maker：ALCATEL,2020/7/27,,
Androidスマートフォン,Priori 4,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,micro,△,△,△,△,,Android 7.0 / FREETEL_FTJ162D_20180613_1856,,,,,Maker：FREETEL,2020/7/27,,
Androidスマートフォン,Priori 5,その他,その他（SIMフリースマホ）,,,×(楽天回線のみ○),-,×,〇,×,×,nano,△,△,△,△,,Android 7.1.2 /　FREETEL_FTJ17C00_20180207,,,,,Maker：Covia,2020/6/22,,
Androidスマートフォン,Priori3S LTE,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,micro,△,△,△,△,,Android 5.1 / freetel_FTJ152B_20171010,,,,,Maker：FREETEL,2020/8/3,,
Androidスマートフォン,RAIJIN,その他,その他（SIMフリースマホ）,,,×(楽天回線のみ○),-,×,〇,×,×,micro,△,△,△,△,,Android 7.0 / FREETEL_FTJ162E_20170824,,,,,Maker：FREETEL,2020/7/27,,
Androidスマートフォン,REI 2 Dual,その他,その他（SIMフリースマホ）,,,〇,-,×,×,×,×,nano,△,△,△,△,,Android 7.1.1 /　FREETEL_FTJ17A00_20180208,,,,,Maker：Covia,2020/6/22,,
Androidスマートフォン,ROG Phone,ASUS,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 9 /　PKQ1.190101.001.WW_Phone-16.0420.2003.24,,,,,Maker：ASUS,2020/12/9,,
Androidスマートフォン,ROG Phone II,ASUS,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 10 /　QKQ1.190825.002.WW_Phone-17.0230.2004.60,,,,,"Maker：ASUS
データ通信　：KDDI回線のみ〇",2020/6/15,,
Androidスマートフォン,ROG Phone 3,ASUS,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,△,〇,〇,△,,Android 10 /　WW_17.0823.2012.122,,,,,Maker：ASUS,2020/12/9,,
Androidスマートフォン,ROG Phone 5,ASUS,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,〇,〇,〇,〇,nanoSIM x 2,Android 11 / WW_18.0840.2109.176,楽天回線対応デバイスです。,,,,Maker：ASUS,2021/10/14,〇,
Androidスマートフォン,ROG Phone 5s,ASUS,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,〇,〇,〇,〇,nanoSIM x 2,Android 11 / WW_18.1220.2112.175,楽天回線対応デバイスです。,,,,Maker：ASUS,2022/1/21,〇,
Androidスマートフォン,ROG Phone 5s Pro,ASUS,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,〇,〇,〇,〇,nanoSIM x 2,Android 11 / WW_18.1220.2202.206,楽天回線対応デバイスです。,,,,Maker：ASUS,2022/4/1,〇,
Androidスマートフォン,ROG Phone 6,ASUS,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,〇,〇,〇,〇,nanoSIM x 2,Android 12 / WW_32.2810.2212.241,楽天回線対応デバイスです。,,,,Maker：ASUS,2023/2/8,〇,
Androidスマートフォン,ROG Phone 7,ASUS,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,〇,〇,〇,〇,nanoSIM x 2,Android 13 / WW_33.0820.0810.231,楽天回線対応デバイスです。,,,,Maker：ASUS,2023/12/11,〇,
Androidスマートフォン,SAMURAI KIWAMI 2,その他,その他（SIMフリースマホ）,,,×(楽天回線のみ○),-,×,〇,×,×,nano,△,△,△,△,,Android 6.0 / FREETEL_FTJ162B_20161203,,,,,Maker：FREETEL,2020/7/27,,
Androidスマートフォン,SAMURAI REI,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,micro,△,△,△,△,,Android 6.0.1 / FREETEL_FTJ161B_20171122,,,,,Maker：FREETEL,2020/8/3,,
Androidスマートフォン,SHINE LITE,その他,その他（SIMフリースマホ）,,,×(楽天回線のみ○),-,×,×,×,×,nano,△,△,△,△,,Android 6.0 / 1004,,,,,Maker：ALCATEL,2020/7/27,,
Androidスマートフォン,TCL 10 Lite,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 10 /　01003,,,,,Maker：TCL,2020/8/11,,
Androidスマートフォン,TCL 10 5G,その他,その他（SIMフリースマホ）,,,〇,×,×,〇,×,×,nano,△,△,△,△,,Android 10 /　01,,,,,Maker：TCL,2021/2/26,,
Androidスマートフォン,TCL PLEX,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 10 /　01011,,,,,Maker：TCL,2020/6/15,,
Androidスマートフォン,tommy,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,micro,△,△,△,△,,Android 6.0.1  /　MMB29M release-keys,,,,,Maker：Wiko,2020/7/27,,
Androidスマートフォン,Tommy3 Plus,その他,その他（SIMフリースマホ）,,,×,-,×,×,×,×,micro,△,△,△,△,,Android 8.1.0 /　O11019 release-keys,,,,,Maker：Wiko,2020/6/15,,
Androidスマートフォン,VAIO Phone A,その他,その他（SIMフリースマホ）,,,×(楽天回線のみ○),-,×,〇,×,×,micro,△,△,△,△,,Android 6.0.1 / MMB29M-00310.apadmin.20180810.113421,,,,,"Maker：VAIO
データ通信・通話　：楽天回線のみ〇",2020/7/27,,
Androidスマートフォン,VIEW,その他,その他（SIMフリースマホ）,,,〇,-,×,〇,×,×,micro,△,△,△,△,,Android 7.1.2  /　N2G47H relerse-keys,,,,,Maker：Wiko,2020/7/6,,
モバイルルーター,AN-S092,その他,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,nano,△,△,-,-,,S092-MP2.5-20220208V1.17,,,,,Keiyo Engineering製品,2022/5/2,,
モバイルルーター,K5G-C-100A,その他,その他（SIMフリーデバイス）,,,〇,〇,-,-,-,-,nano,△,△,-,-,,1.010KC,,,,,Kyocera製品,2021/10/14,,
モバイルルーター,M2000,その他,その他（SIMフリーデバイス）,,,〇,〇,-,-,-,-,nano,〇,〇,-,-,,4.14.117,,,,,Inseego製品,2021/10/22,〇,
モバイルルーター,Macaroon M3B WiFi Router,その他,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,nano,〇,〇,-,-,,Mocor / V115-3,,,,,"Urocomm(Beijing)Communication Technology Co.,LTD.製品",2024/2/5,△,
モバイルルーター,uM340R,その他,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,nano,△,△,-,-,,Version 103,※パートナー回線はご利用できません,,,,NEC Magnus Communications製品,2022/11/18,,
モバイルルーター,ZTE Cute Wi-Fi,その他,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,nano,〇,〇,-,-,,MF920C_a1.4_U,楽天回線対応デバイスです。,,,,,2022/5/30,〇,
モバイルルーター,+F FS030W,富士ソフト,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,micro,△,〇,-,-,,FS030W_V3.3.2,,,,,FUJISOFT製品,2021/10/22,,
モバイルルーター,+F FS040U,富士ソフト,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,micro,△,〇,-,-,,V2.3.0,,,,,FUJISOFT製品,2021/10/22,,
モバイルルーター,+F FS040W,富士ソフト,その他（SIMフリーデバイス）,,,〇,-,-,-,-,-,nano,△,〇,-,-,,V1.2.4,,,,,FUJISOFT製品,2021/10/22,,
モバイルルーター,+F FS050W,富士ソフト,その他（SIMフリーデバイス）,,,〇,〇,-,-,-,-,nano&eSIM,△,〇,-,-,,V1.1.1,,,,,FUJISOFT製品,2023/10/13,,
Apple,iPad (第7世代),iPad,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 13.5.1,,,,,通話/SMS 機能なし,2020/6/15,,
Apple,iPad (第7世代),iPad,その他（SIMフリーデバイス）,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 14.4,,,,,通話/SMS 機能なし,2021/2/15,,
Apple,iPad (第8世代),iPad,その他（SIMフリーデバイス）,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 14.4,,,,,通話/SMS 機能なし,2021/2/15,,
Apple,iPad (第9世代),iPad,その他（SIMフリーデバイス）,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 15.3,,,,,通話/SMS 機能なし,2022/2/14,,
Apple,iPad (第10世代),iPad,その他（SIMフリーデバイス）,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 16.3,,,,,通話/SMS 機能なし,2023/2/16,,
Apple,iPad Air (第3世代),iPad,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 13.5.1,,,,,通話/SMS 機能なし,2020/6/15,,
Apple,iPad Air (第3世代),iPad,その他（SIMフリーデバイス）,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 14.4,,,,,通話/SMS 機能なし,2021/2/15,,
Apple,iPad Air（第4世代）,iPad,その他（SIMフリーデバイス）,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 14.4,,,,,通話/SMS 機能なし,2021/2/15,,
Apple,iPad Air (11インチ/13インチ)(M2),iPad,その他（SIMフリーデバイス）,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,〇,-,-,-,-,eSIM,△,△,-,-,,iPadOS 17.4,,,,,通話/SMS 機能なし,2024/5/21,,
Apple,iPad mini (第5世代),iPad,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 13.5.1,,,,,通話/SMS 機能なし,2020/6/15,,
Apple,iPad mini (第5世代),iPad,その他（SIMフリーデバイス）,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 14.4,,,,,通話/SMS 機能なし,2021/2/15,,
Apple,iPad mini (第6世代),iPad,その他（SIMフリーデバイス）,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 15.3,,,,,通話/SMS 機能なし,2022/2/14,,
Apple,iPad Pro (11インチ),iPad,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 13.5.1,,,,,通話/SMS 機能なし,2020/6/15,,
Apple,iPad Pro (11インチ)(第2世代),iPad,その他（SIMフリーデバイス）,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 14.4,,,,,通話/SMS 機能なし,2021/2/15,,
Apple,iPad Pro (11インチ)(第2世代),iPad,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 13.5.1,,,,,通話/SMS 機能なし,2020/7/13,,
Apple,iPad Pro (11インチ)(第3世代),iPad,その他（SIMフリーデバイス）,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 16.3,,,,,通話/SMS 機能なし,2023/2/16,,
Apple,iPad Pro (11インチ)(第4世代),iPad,その他（SIMフリーデバイス）,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 16.3,,,,,通話/SMS 機能なし,2023/2/16,,
Apple,iPad Pro (12.9インチ)(第3世代),iPad,その他（SIMフリーデバイス）,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 14.4,,,,,通話/SMS 機能なし,2021/2/15,,
Apple,iPad Pro (12.9インチ)(第4世代),iPad,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,-,-,-,-,-,nano,△,△,-,-,,iPadOS 13.5.1,,,,,通話/SMS 機能なし,2020/7/13,,
Apple,iPad Pro (11インチ/13インチ)(M4),iPad,その他（SIMフリーデバイス）,https://network.mobile.rakuten.co.jp/guide/setting/ios/#ipadAnchor,,〇,〇,-,-,-,-,eSIM,△,△,-,-,,iPadOS 17.4,,,,,通話/SMS 機能なし,2024/5/21,,
タブレット,aiwa tab AB10L,その他,その他（SIMフリーデバイス）,,,〇,-,-,〇,〇,〇,micro,〇,〇,-,-,,Android 13 / JA3-TBA1005_v1.0_20230823_20230823-2058,,,,,通話機能なし,2024/2/22,〇,
タブレット,aiwa tab AB10L-2 ,その他,その他（SIMフリーデバイス）,,,〇,-,-,〇,〇,〇,micro,△,△,-,-,,Android 13 / JA3-TBA1007_v1.0_20231128,,,,,通話機能なし,2024/3/7,,
タブレット,Orbic TAB8 4G,その他,その他（SIMフリーデバイス）,,,〇,-,-,〇,〇,〇,nano,△,△,-,-,,Android 12 / ORB8L1T_v1.0.24_TB-RW,,,,,通話機能未検証,2023/12/29,,
タブレット,Orbic TAB10R 4G,その他,その他（SIMフリーデバイス）,,,〇,-,-,〇,〇,〇,nano,△,△,-,-,,Android 12 / ORB10RLT_v1.0.18_TB-RW  release-keys,,,,,通話機能なし,2024/3/7,,
タブレット,dtab Compact d-01J,HUAWEI,NTTドコモ,,,×(楽天回線のみ○),-,-,〇,×,×,nano,△,△,-,-,,Android 7.0 / 1921102,,,,,通話機能なし,2020/7/20,,
タブレット,dtab Compact d-02K,HUAWEI,NTTドコモ,,,×(楽天回線のみ○),-,-,〇,×,×,nano,△,△,-,-,,Android 9 / 20032402,,,,,通話機能なし,2020/6/22,,
タブレット,dtab d-01K,HUAWEI,NTTドコモ,,,×(楽天回線のみ○),-,-,〇,×,×,nano,△,△,-,-,,Android 8.0.0 / 20043002,,,,,通話機能なし,2020/7/6,,
タブレット,HUAWEI MatePad,HUAWEI,その他（SIMフリーデバイス）,,,〇,-,×,〇,×,×,nano,〇,△,〇,-,,Android 10 / 10.1.0.127(C635xxxxxx),,,,,通話機能あり,2020/8/31,,
タブレット,HUAWEI MediaPad M3,HUAWEI,その他（SIMフリーデバイス）,,,×(楽天回線のみ○),-,×,〇,×,×,nano,△,△,-,-,,Android 7.0 / BTV-DL09C229B307,,,,,通話機能あり,2020/7/20,,
タブレット,HUAWEI MediaPad M3 Lite,HUAWEI,その他（SIMフリーデバイス）,,,×,-,×,×,×,×,nano,△,△,-,-,,Android 7.0 / CPN-L09C229B277,,,,,通話機能あり,2020/7/13,,
タブレット,HUAWEI MediaPad M3 Lite 10,HUAWEI,その他（SIMフリーデバイス）,,,×,-,×,×,×,×,nano,△,△,-,-,,Android 7.0 / BAH-L09C229B252,,,,,通話機能あり,2020/7/20,,
タブレット,HUAWEI MediaPad M3 Lite s 701HW,HUAWEI,ソフトバンク,,,×,-,-,×,×,×,nano,△,△,-,-,,Android 7.0 / CPN-L0JC293B033,,,,,通話機能なし,2020/6/22,,
タブレット,HUAWEI MediaPad M3 Lite s 702HW,HUAWEI,ワイモバイル,,,×(楽天回線のみ○),-,-,〇,×,×,nano,△,△,-,-,,Android 7.0 / CPN-L0JC301B031,,,,,通話機能なし,2020/6/22,,
タブレット,HUAWEI MediaPad M5,HUAWEI,その他（SIMフリーデバイス）,,,〇,-,×,〇,×,×,nano,△,△,-,-,,Android 9 / 9.1.0.336(C635xxxxx),,,,,,2020/6/22,,
