key_code,key_code2,directory1,directory2,pref,city,kv_img,kv_cth_pc,kv_cth_sp,kv_notice_txt,kvbn1_img_pc,kvbn1_img_sp,kvbn1_alt,kvbn1_url,kvbn1_blank,cover_ratio,attention1_title,attention1_url,attention2_title,attention2_url,attention3_title,attention3_url,attention4_title,attention4_url,attention5_title,attention5_url,area_map,os_video,os_live,os_game,os_music,os_dl,os_ul,os_utilization,os_out-of-range,os_consistent-quality,search_city,x_account,x_bn_pc,x_bn_sp,bn1_img_pc,bn1_img_sp,bn1_alt,bn1_url,bn1_blank,bn2_img_pc,bn2_img_sp,bn2_alt,bn2_url,bn2_blank,us_title,us_ratio,us_voice ,uv1_img,uv1_title,uv1_url,uv2_img,uv2_title,uv2_url,uv3_img,uv3_title,uv3_url,q1_n,q1_img_pc,q1_img_sp,q1_percentage,q1_disclaimer,q2_n,q2_img_pc,q2_img_sp,q2_percentage,q2_disclaimer,q_prefecture
okayama_33202,okayama_kurashiki,okayama,33202,岡山県,倉敷市,kv_33202.jpg,kv_cth_chugoku_pc.png?231212,kv_cth_chugoku_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。中国エリアとは、鳥取県、島根県、岡山県、広島県、山口県を指す。",,,,,,100.00%,,,,,,,,,,,map_33202.png,1,,1,,1,1,1,1,,倉敷市,RM__Chugoku,bnr-twitter-chugoku-pc.png,bnr-twitter-chugoku-sp.png,,,,,,,,,,,,,,,,,,,,,,,131,q_img_1_pc.png,q_img_1_sp.png,82,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,153,q_img_2_pc.png,q_img_2_sp.png,89,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
okayama_33101,okayama_okayama,okayama,33101,岡山県,岡山市,kv_33101.jpg,kv_cth_chugoku_pc.png?231212,kv_cth_chugoku_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。中国エリアとは、鳥取県、島根県、岡山県、広島県、山口県を指す。",,,,,,99.98%,,,,,,,,,,,map_33101.png,1,,1,,,1,1,,1,岡山市,RM__Chugoku,bnr-twitter-chugoku-pc.png,bnr-twitter-chugoku-sp.png,,,,,,,,,,,,,,,,,,,,,,,245,q_img_1_pc.png,q_img_1_sp.png,86,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,289,q_img_2_pc.png,q_img_2_sp.png,81,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
hiroshima_pref,hiroshima_pref,hiroshima,,広島県,,kv_hiroshima.jpg,kv_cth_chugoku_pc.png?231212,kv_cth_chugoku_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。中国エリアとは、鳥取県、島根県、岡山県、広島県、山口県を指す。",,,,,,99.93%,,,,,,,,,,,hiroshima_map.png?231122,1,1,1,1,,1,1,1,1,,RM__Chugoku,bnr-twitter-chugoku-pc.png,bnr-twitter-chugoku-sp.png,,,,,,,,,,,,,,uv1_hiroshima.jpg,息子のキッズ携帯としても楽天モバイルが最適。家族全員が満足,https://network.mobile.rakuten.co.jp/uservoice/32/,,,,,,,519,q_img_1_pc.png,q_img_1_sp.png,82,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,86,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
hiroshima_34207,hiroshima_fukuyama,hiroshima,34207,広島県,福山市,kv_34207.jpg,kv_cth_chugoku_pc.png?231212,kv_cth_chugoku_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。中国エリアとは、鳥取県、島根県、岡山県、広島県、山口県を指す。",,,,,,99.97%,,,,,,,,,,,map_34207.png,1,,1,,1,1,1,,,福山市,RM__Chugoku,bnr-twitter-chugoku-pc.png,bnr-twitter-chugoku-sp.png,,,,,,,,,,,,,,,,,,,,,,,519,q_img_1_pc.png,q_img_1_sp.png,82,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,86,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
hiroshima_34202,hiroshima_kure,hiroshima,34202,広島県,呉市,kv_34202.jpg,kv_cth_chugoku_pc.png?231212,kv_cth_chugoku_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。中国エリアとは、鳥取県、島根県、岡山県、広島県、山口県を指す。",,,,,,99.96%,,,,,,,,,,,map_34202.png,,,1,,1,1,1,,1,呉市,RM__Chugoku,bnr-twitter-chugoku-pc.png,bnr-twitter-chugoku-sp.png,,,,,,,,,,,,,,,,,,,,,,,519,q_img_1_pc.png,q_img_1_sp.png,82,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,86,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
hiroshima_34101,hiroshima_hiroshima,hiroshima,34101,広島県,広島市,kv_34101.jpg,kv_cth_chugoku_pc.png?231212,kv_cth_chugoku_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。中国エリアとは、鳥取県、島根県、岡山県、広島県、山口県を指す。",,,,,,99.99%,,,,,,,,,,,map_34101.png,1,,1,,,1,1,1,1,広島市,RM__Chugoku,bnr-twitter-chugoku-pc.png,bnr-twitter-chugoku-sp.png,,,,,,,,,,,,,,,,,,,,,,,298,q_img_1_pc.png,q_img_1_sp.png,82,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,340,q_img_2_pc.png,q_img_2_sp.png,87,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
yamaguchi_pref,yamaguchi_pref,yamaguchi,,山口県,,kv_yamaguchi.jpg,kv_cth_chugoku_pc.png?231212,kv_cth_chugoku_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。中国エリアとは、鳥取県、島根県、岡山県、広島県、山口県を指す。",,,,,,99.68%,,,,,,,,,,,yamaguchi_map.png?231122,1,,1,1,1,1,1,,1,,RM__Chugoku,bnr-twitter-chugoku-pc.png,bnr-twitter-chugoku-sp.png,,,,,,,,,,,,,,,,,,,,,,,428,q_img_1_pc.png,q_img_1_sp.png,86,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,500,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
yamaguchi_35201,yamaguchi_shimonoseki,yamaguchi,35201,山口県,下関市,kv_35201.jpg,kv_cth_chugoku_pc.png?231212,kv_cth_chugoku_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。中国エリアとは、鳥取県、島根県、岡山県、広島県、山口県を指す。",,,,,,99.76%,,,,,,,,,,,map_35201.png,1,,,,,1,1,1,1,下関市,RM__Chugoku,bnr-twitter-chugoku-pc.png,bnr-twitter-chugoku-sp.png,,,,,,,,,,,,,,,,,,,,,,,428,q_img_1_pc.png,q_img_1_sp.png,86,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,500,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
tokushima_pref,tokushima_pref,tokushima,,徳島県,,kv_tokushima.jpg,kv_cth_shikoku_pc.png?231212,kv_cth_shikoku_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。四国エリアとは、徳島県、香川県、愛媛県、高知県を指す。",,,,,,99.72%,,,,,,,,,,,tokushima_map.png?231122,,,1,1,,,1,1,1,,RM__Shikoku,bnr-twitter-shikoku-pc.png,bnr-twitter-shikoku-sp.png,,,,,,,,,,,,,,,,,,,,,,,203,q_img_1_pc.png,q_img_1_sp.png,83,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,243,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
kagawa_pref,kagawa_pref,kagawa,,香川県,,kv_kagawa.jpg,kv_cth_shikoku_pc.png?231212,kv_cth_shikoku_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。四国エリアとは、徳島県、香川県、愛媛県、高知県を指す。",,,,,,99.92%,,,,,,,,,,,kagawa_map.png?231122,1,,1,,,1,1,1,1,,RM__Shikoku,bnr-twitter-shikoku-pc.png,bnr-twitter-shikoku-sp.png,,,,,,,,,,,,,,,,,,,,,,,311,q_img_1_pc.png,q_img_1_sp.png,86,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,361,q_img_2_pc.png,q_img_2_sp.png,85,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
kagawa_37201,kagawa_takamatsu,kagawa,37201,香川県,高松市,kv_37201.jpg,kv_cth_shikoku_pc.png?231212,kv_cth_shikoku_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。四国エリアとは、徳島県、香川県、愛媛県、高知県を指す。",,,,,,99.98%,,,,,,,,,,,map_37201.png,1,,1,,1,1,1,,1,高松市,RM__Shikoku,bnr-twitter-shikoku-pc.png,bnr-twitter-shikoku-sp.png,,,,,,,,,,,,,,,,,,,,,,,183,q_img_1_pc.png,q_img_1_sp.png,86,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,208,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
ehime_pref,ehime_pref,ehime,,愛媛県,,kv_ehime.jpg,kv_cth_shikoku_pc.png?231212,kv_cth_shikoku_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。四国エリアとは、徳島県、香川県、愛媛県、高知県を指す。",,,,,,99.59%,,,,,,,,,,,ehime_map.png?231122,1,,1,1,,1,1,1,,,RM__Shikoku,bnr-twitter-shikoku-pc.png,bnr-twitter-shikoku-sp.png,,,,,,,,,,,,,,uv1_ehime.jpg,息子が小学5年生でスマホデビュー！ゲームや動画を楽しんでいます,https://network.mobile.rakuten.co.jp/uservoice/42/,,,,,,,494,q_img_1_pc.png,q_img_1_sp.png,85,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,552,q_img_2_pc.png,q_img_2_sp.png,87,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
ehime_38201,ehime_matsuyama,ehime,38201,愛媛県,松山市,kv_38201.jpg,kv_cth_shikoku_pc.png?231212,kv_cth_shikoku_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。四国エリアとは、徳島県、香川県、愛媛県、高知県を指す。",,,,,,99.92%,,,,,,,,,,,map_38201.png,1,,,,1,1,1,,1,松山市,RM__Shikoku,bnr-twitter-shikoku-pc.png,bnr-twitter-shikoku-sp.png,,,,,,,,,,,,,,,,,,,,,,,250,q_img_1_pc.png,q_img_1_sp.png,86,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,279,q_img_2_pc.png,q_img_2_sp.png,86,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
kochi_pref,kochi_pref,kochi,,高知県,,kv_kochi.jpg,kv_cth_shikoku_pc.png?231212,kv_cth_shikoku_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。四国エリアとは、徳島県、香川県、愛媛県、高知県を指す。",,,,,,99.56%,,,,,,,,,,,kochi_map.png?231122,,,,,,,,,,,RM__Shikoku,bnr-twitter-shikoku-pc.png,bnr-twitter-shikoku-sp.png,,,,,,,,,,,,,,uv1_kochi.jpg,Webサイトで簡単に乗り換え！15分で開通が完了しました,https://network.mobile.rakuten.co.jp/uservoice/45/,uv2_kochi.jpg,自由自在な使い方でストレスなし！シンプルなワンプランが最強！,https://network.mobile.rakuten.co.jp/uservoice/61/,,,,163,q_img_1_pc.png,q_img_1_sp.png,89,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,185,q_img_2_pc.png,q_img_2_sp.png,85,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
kochi_39201,kochi_kochi,kochi,39201,高知県,高知市,kv_39201.jpg,kv_cth_shikoku_pc.png?231212,kv_cth_shikoku_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。四国エリアとは、徳島県、香川県、愛媛県、高知県を指す。",,,,,,99.94%,,,,,,,,,,,map_39201.png,,,,,,1,1,,1,高知市,RM__Shikoku,bnr-twitter-shikoku-pc.png,bnr-twitter-shikoku-sp.png,,,,,,,,,,,,,,,,,,,,,,,86,q_img_1_pc.png,q_img_1_sp.png,87,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,101,q_img_2_pc.png,q_img_2_sp.png,83,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
fukuoka_pref,fukuoka_pref,fukuoka,,福岡県,,kv_fukuoka.jpg,kv_cth_kyushu_pc.png?231212,kv_cth_kyushu_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。九州エリアとは、福岡県、佐賀県、長崎県、熊本県、大分県、宮崎県、鹿児島県、沖縄県を指す。",,,,,,99.95%,,,,,,,,,,,fukuoka_map.png?231122,1,1,,,,1,1,,1,,RM__Kyushu,bnr-twitter-kyushu-pc.png,bnr-twitter-kyushu-sp.png,,,,,,,,,,,,,,uv1_fukuoka.jpg,スマホデビューを楽天モバイルで！ネットゲームを楽しんでいます,https://network.mobile.rakuten.co.jp/uservoice/16/,uv2_fukuoka.jpg,自宅の固定回線として活用！遊びに来た孫がYouTubeを見ても余裕です,https://network.mobile.rakuten.co.jp/uservoice/48/,,,,505,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
fukuoka_40203,fukuoka_kurume,fukuoka,40203,福岡県,久留米市,kv_40203.jpg,kv_cth_kyushu_pc.png?231212,kv_cth_kyushu_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。九州エリアとは、福岡県、佐賀県、長崎県、熊本県、大分県、宮崎県、鹿児島県、沖縄県を指す。",,,,,,100.00%,,,,,,,,,,,map_40203.png,1,,1,,1,1,1,,1,久留米市,RM__Kyushu,bnr-twitter-kyushu-pc.png,bnr-twitter-kyushu-sp.png,,,,,,,,,,,,,,,,,,,,,,,505,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
fukuoka_40131,fukuoka_fukuoka,fukuoka,40131,福岡県,福岡市,kv_40131.jpg,kv_cth_kyushu_pc.png?231212,kv_cth_kyushu_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。九州エリアとは、福岡県、佐賀県、長崎県、熊本県、大分県、宮崎県、鹿児島県、沖縄県を指す。",,,,,,99.99%,,,,,,,,,,,map_40131.png,1,,1,,,1,1,,1,福岡市,RM__Kyushu,bnr-twitter-kyushu-pc.png,bnr-twitter-kyushu-sp.png,,,,,,,,,,,,,,,,,,,,,,,207,q_img_1_pc.png,q_img_1_sp.png,85,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,237,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
fukuoka_40101,fukuoka_kitakyushu,fukuoka,40101,福岡県,北九州市,kv_40101.jpg,kv_cth_kyushu_pc.png?231212,kv_cth_kyushu_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。九州エリアとは、福岡県、佐賀県、長崎県、熊本県、大分県、宮崎県、鹿児島県、沖縄県を指す。",,,,,,99.98%,,,,,,,,,,,map_40101.png,1,,1,,1,1,1,,1,北九州市,RM__Kyushu,bnr-twitter-kyushu-pc.png,bnr-twitter-kyushu-sp.png,,,,,,,,,,,,,,,,,,,,,,,505,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
saga_pref,saga_pref,saga,,佐賀県,,kv_saga.jpg,kv_cth_kyushu_pc.png?231212,kv_cth_kyushu_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。九州エリアとは、福岡県、佐賀県、長崎県、熊本県、大分県、宮崎県、鹿児島県、沖縄県を指す。",,,,,,99.87%,,,,,,,,,,,saga_map.png?231122,,,1,1,,1,1,1,1,,RM__Kyushu,bnr-twitter-kyushu-pc.png,bnr-twitter-kyushu-sp.png,,,,,,,,,,,,,,,,,,,,,,,268,q_img_1_pc.png,q_img_1_sp.png,85,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,308,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
saga_41201,saga_saga,saga,41201,佐賀県,佐賀市,kv_41201.jpg,kv_cth_kyushu_pc.png?231212,kv_cth_kyushu_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。九州エリアとは、福岡県、佐賀県、長崎県、熊本県、大分県、宮崎県、鹿児島県、沖縄県を指す。",,,,,,99.95%,,,,,,,,,,,map_41201.png,1,,1,,1,1,1,,1,佐賀市,RM__Kyushu,bnr-twitter-kyushu-pc.png,bnr-twitter-kyushu-sp.png,,,,,,,,,,,,,,,,,,,,,,,108,q_img_1_pc.png,q_img_1_sp.png,86,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,122,q_img_2_pc.png,q_img_2_sp.png,92,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
nagasaki_pref,nagasaki_pref,nagasaki,,長崎県,,kv_nagasaki.jpg,kv_cth_kyushu_pc.png?231212,kv_cth_kyushu_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。九州エリアとは、福岡県、佐賀県、長崎県、熊本県、大分県、宮崎県、鹿児島県、沖縄県を指す。",,,,,,99.67%,,,,,,,,,,,nagasaki_map.png?231122,1,,1,1,,1,1,1,1,,RM__Kyushu,bnr-twitter-kyushu-pc.png,bnr-twitter-kyushu-sp.png,,,,,,,,,,,,,,,,,,,,,,,431,q_img_1_pc.png,q_img_1_sp.png,90,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,494,q_img_2_pc.png,q_img_2_sp.png,88,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
